2.776345439391926906e+00,2.893779046521631759e+00,3.017232344064153082e+00,3.252801161771345484e+00
2.914964528394405008e+00,3.014231895497454072e+00,3.145553184409167535e+00,3.180050705375093933e+00
3.014216339128636513e+00,3.221508568562417185e+00,3.288581430771689629e+00,3.348386129505229736e+00
3.138082623763665868e+00,3.174769001077336839e+00,3.204620303426962025e+00,3.227774442193231952e+00
3.157327015703407458e+00,3.211870191232823579e+00,3.258102163515278260e+00,3.301540080492204154e+00
3.234654017929925907e+00,3.200331382663919033e+00,3.188142651724396259e+00,3.184809138406576423e+00
3.238631753135424951e+00,3.277915470800484510e+00,3.307404054185534292e+00,3.330836157861330804e+00
3.260668196729560098e+00,3.285356049185791161e+00,3.302207193499809179e+00,3.315680770064812766e+00
3.454098251633142880e+00,3.516917923454249362e+00,3.595382410310941523e+00,3.677011788227476430e+00
3.439586058445623706e+00,3.483475115489497398e+00,3.525673652399120783e+00,3.561612616528658126e+00
3.491635185226327209e+00,3.471112920919834810e+00,3.439974915592083349e+00,3.402205160455892052e+00
3.655512501030083072e+00,3.647661384775976234e+00,3.649157793417423523e+00,3.642876569252743835e+00
3.570820926086117453e+00,3.629024221411541795e+00,3.652114121540699809e+00,3.663657311157883623e+00
3.707415058133930685e+00,3.717943475042075008e+00,3.742141817549904381e+00,3.768495419927439638e+00
3.891595153078339475e+00,3.887432146986535386e+00,3.902945349511520501e+00,3.905110256943602920e+00
4.215951519252252311e+00,4.273903957010171339e+00,4.326136995680243125e+00,4.336991065534470557e+00
4.151374886541193909e+00,4.205924520376107978e+00,4.239100514082577931e+00,4.245803891294482213e+00
3.916774739413403150e+00,3.989782769604527601e+00,3.995922736654819118e+00,3.976346985162501291e+00
4.166164326026983389e+00,4.130312143445942219e+00,4.101531501195012197e+00,4.065835633063732857e+00
4.241721997659069210e+00,4.234736346036329202e+00,4.230610067033855337e+00,4.216818364173302136e+00
4.455596201993428984e+00,4.409858871367247524e+00,4.394851236129116323e+00,4.369377645409395328e+00
4.496365573834356866e+00,4.485655710404426344e+00,4.477042602134139848e+00,4.448538818552883356e+00
4.473708052891351983e+00,4.446722701071963435e+00,4.399692621260935965e+00,4.332227793220242873e+00
4.480518972340032491e+00,4.419161540012409795e+00,4.350677614949805871e+00,4.269794786866242475e+00
4.367385912076181320e+00,4.345236109586998907e+00,4.277246576472101047e+00,4.191389606176469940e+00
4.163803144281084556e+00,4.116081585862646719e+00,4.020589826418931700e+00,3.914959782603297800e+00
3.993887221066985571e+00,3.865841428831545912e+00,3.726864488442408696e+00,3.599782350602219516e+00
3.833083854489746312e+00,3.719222537443617416e+00,3.614855300002536964e+00,3.534097249088082648e+00
3.608712874509440560e+00,3.540738845091094156e+00,3.474376358174480650e+00,3.427907056223101101e+00
3.524287013654972878e+00,3.416180553737663494e+00,3.341974144601064900e+00,3.300942395806671481e+00
3.331507541172151310e+00,3.214658377671290257e+00,3.117870550769648474e+00,3.045595342044864928e+00
3.307845963955854618e+00,3.293938007985872218e+00,3.296548984125426518e+00,3.317082387375365204e+00
3.240674148214065298e+00,3.201336851573688413e+00,3.179532410537224685e+00,3.169224936296148876e+00
3.093435173240364211e+00,3.052847666087973533e+00,3.035323186506889481e+00,3.035908343013546951e+00
3.116816485299280792e+00,3.084738258151112245e+00,3.066978543272284696e+00,3.055908015611352724e+00
3.104656337903962893e+00,3.116777552070281398e+00,3.132151149659529121e+00,3.151068715831781830e+00
3.071915771853454658e+00,3.111021108887331188e+00,3.153283543429122648e+00,3.202698504362785137e+00
3.065198693228856186e+00,3.082652979034374852e+00,3.097990350560281492e+00,3.114166324134620467e+00
3.153105802389899459e+00,3.119274320766154407e+00,3.099873695076345026e+00,3.072258627739895331e+00
2.921985876148086358e+00,2.972520144856437341e+00,2.977495140116267258e+00,2.976151656411488933e+00
2.924367117604184774e+00,2.928462041805174110e+00,2.921186079938566937e+00,2.921005732654605502e+00
2.785415798294585521e+00,2.757049466304646756e+00,2.710678691936230678e+00,2.667070346057407448e+00
2.794070282510892511e+00,2.785704843720409496e+00,2.780075509060202954e+00,2.788497230456948639e+00
2.822014904298955074e+00,2.853844285416824000e+00,2.906561392010224232e+00,2.979356454168713864e+00
2.576937230332326578e+00,2.644345432720291988e+00,2.690402926810339324e+00,2.751840517696991117e+00
2.509876163599786381e+00,2.439538751148009776e+00,2.387901428304104012e+00,2.353447229337020552e+00
2.537026351783469025e+00,2.529999027866856487e+00,2.539997517334403376e+00,2.565550297977224226e+00
2.322771115553131427e+00,2.385639193716890816e+00,2.428345567650189274e+00,2.484647962791091125e+00
2.683750168360544475e+00,2.688724435571803184e+00,2.758290299193500772e+00,2.852005738902667176e+00
2.573675059221032679e+00,2.646489533014169560e+00,2.729464587613536608e+00,2.817290658997032349e+00
2.757465715985226939e+00,2.844475565978305642e+00,2.947133566250470960e+00,3.052665623356514590e+00
2.879524201465371469e+00,2.987876086738838755e+00,3.105938145675475770e+00,3.219609722276987274e+00
3.007623639346586497e+00,3.107814033027775924e+00,3.209820859835599727e+00,0.000000000000000000e+00
3.116910473511015578e+00,3.232924538987753227e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.122633807144473916e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
