-5.300429107205745227e-01,-4.635235505789626620e-01,-3.944047394644463189e-01,-2.557697011537478637e-01
-4.654016116172240980e-01,-3.927266508074091500e-01,-2.638989253983961003e-01,-2.717217838725917156e-01
-3.948479027740613989e-01,-2.734780472877893498e-01,-2.722622687693683208e-01,-2.781369840097716040e-01
-2.573741246779140956e-01,-2.664581792931333126e-01,-2.786110176771422475e-01,-2.891211247680292584e-01
-2.632729413529140694e-01,-2.689454346501076176e-01,-2.786626121702865944e-01,-2.905903589351269689e-01
-2.513373399246902617e-01,-2.542478247929835233e-01,-2.607435793538931401e-01,-2.686898328072669373e-01
-2.812278905046428079e-01,-2.938939757428222777e-01,-3.036948372975436516e-01,-3.106762247736159499e-01
-2.691253161411737982e-01,-2.730048294523486074e-01,-2.775947380492414518e-01,-2.818272214264772035e-01
-2.752507583962215398e-01,-2.814093936824381692e-01,-2.871766949652134748e-01,-2.918203138081120196e-01
-2.215767287434634025e-01,-2.152936719661494858e-01,-2.178304093314391288e-01,-2.252165284547320567e-01
-8.899305881975874688e-02,-5.591698375794354470e-02,-5.293589761380440573e-02,-7.416804722967967889e-02
-2.540602559607534339e-01,-2.977932756229144107e-01,-3.258230591577174207e-01,-3.380473334392145035e-01
-1.561293503893103063e-01,-1.494253348930589809e-01,-1.518821987386074490e-01,-1.632128518047606947e-01
-7.009117256535496443e-02,-5.905862580081328028e-02,-7.151814596224520537e-02,-1.036576589791912417e-01
2.198443724266152532e-02,2.478628807951338553e-02,-2.761848193134408547e-03,-4.483481955557444554e-02
4.170148173072361630e-01,4.883715741597120519e-01,4.775270239740214140e-01,4.131003256454346961e-01
4.238404691365082466e-01,4.150580858998089151e-01,3.631367290005217963e-01,2.965497784126797653e-01
4.635358993964009966e-01,4.126352493191577930e-01,3.317935420621764275e-01,2.377947463885652923e-01
4.824901923867211395e-01,4.124315570754444882e-01,3.259706912784275379e-01,2.391571388327641823e-01
8.937518806660266213e-01,9.300675955713165743e-01,8.865831481129248237e-01,7.974267269725240359e-01
1.189399081420818183e+00,1.210206415621058573e+00,1.161740464612528445e+00,1.077825056154279926e+00
1.270144360361930236e+00,1.215239674771976475e+00,1.106254223880758669e+00,9.659940862306923837e-01
1.244483323035746825e+00,1.114870428880755826e+00,9.482667056158218255e-01,7.645987522282469140e-01
1.587980131537477968e+00,1.601352346965649875e+00,1.555271243833750816e+00,1.473859837855706845e+00
1.449693498762143040e+00,1.348864085652149658e+00,1.222434148417127719e+00,1.087354153036325100e+00
9.477212318999486129e-01,6.698920350867743068e-01,4.190399444348056890e-01,2.011829642692390396e-01
9.520533847704760744e-01,8.242891964029842589e-01,7.013762352160441971e-01,5.904936443268551383e-01
1.570596561569838956e+00,1.676480270462998856e+00,1.682239619951059417e+00,1.631114359050743090e+00
1.747882462099020762e+00,1.859160582302695319e+00,1.880422017883038643e+00,1.836543199404484739e+00
1.121921490063361393e+00,1.020539405113103371e+00,9.288808776297075021e-01,8.180832577877690248e-01
9.179444910907710309e-01,8.107419656758213522e-01,6.957945153605924471e-01,5.763018144388797337e-01
8.073630075860993571e-01,6.913851749102634114e-01,5.702732295500411164e-01,4.569169908245259704e-01
3.437821547045586401e-01,1.180702526798512175e-01,-8.973296147213163931e-02,-2.796960058936702187e-01
7.589718485825499572e-01,7.048737348287745785e-01,6.165839565667733391e-01,5.489812014499624304e-01
6.693612189402637913e-01,5.694506327077240027e-01,4.900696172171471465e-01,4.198075852646531159e-01
-1.035969836930203947e-01,-2.952576259878911258e-01,-5.513871895095808773e-01,-7.870372090716910574e-01
3.447133832079804505e-02,-1.023846448955377242e-01,-1.936861431072297302e-01,-2.573281671245488123e-01
-4.169560631375753834e-01,-5.684182266340935819e-01,-7.370164256805176173e-01,-8.867307476501664620e-01
-4.798498079572815489e-01,-5.764012086380718713e-01,-6.659605421214316312e-01,-7.439669086441547119e-01
-4.885333346911313601e-01,-5.335182809699851036e-01,-5.483646643612080096e-01,-5.368074919155699787e-01
-4.124969296718308809e-01,-3.688367519240289827e-01,-3.352519630657745386e-01,-3.273461571332235698e-01
-4.596585080471928819e-01,-4.045143495498955133e-01,-3.579527855970736638e-01,-3.225253172924967826e-01
-5.330090805326064274e-01,-5.902068113816553163e-01,-6.545529102015162914e-01,-7.153381977965930227e-01
-4.750848536979228043e-01,-4.218741773888547431e-01,-3.615233064866515411e-01,-3.058490625533746843e-01
-5.000761081120301821e-01,-4.605436501474745592e-01,-4.167616007382567989e-01,-3.752749248095239021e-01
-4.901277118890281503e-01,-4.666579941106336338e-01,-4.385429424126807141e-01,-4.049832991389382131e-01
-5.090659939441449788e-01,-5.586547068820206796e-01,-6.255539535224080572e-01,-7.002517690473368805e-01
-5.232352901651909916e-01,-5.056946629842560270e-01,-4.842349030472379301e-01,-4.534830506887912449e-01
-4.933347878160846411e-01,-4.914149066106510144e-01,-4.893770797938681305e-01,-4.897058652690809977e-01
-4.589173099843388282e-01,-4.482120574281799885e-01,-4.445216358633313214e-01,-4.421272610064425623e-01
-4.114364086522833142e-01,-3.519756337471467988e-01,-2.876479915530562037e-01,-2.280667766154740317e-01
-3.318521841839330855e-01,-2.840268521848292593e-01,-2.358507633173066720e-01,-1.863842401798016246e-01
-3.796912722581140542e-01,-3.853138224277331547e-01,-3.914696622730442499e-01,0.000000000000000000e+00
-1.844487555875981011e-01,-1.342706045795558079e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.186936503692085643e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
